case_id,category,word,context,note,candidate,pos,model,score,rank,is_expected,top_candidate,top_is_expected,best_expected_rank,reciprocal_rank,expected_margin,error,error_message,latency_first_ms,latency_mean_ms,latency_min_ms,latency_p95_ms,repeats,model_load_seconds,embedding_dimension,max_sequence_length,parameter_count
mouse_device,word sense disambiguation,mouse,She clicked the mouse to open the file on her laptop.,Computing context should beat the animal sense.,keyboard,n,MiniLM,0.9485335946083069,3,False,computer mouse,True,1,1.0,0.04600292444229126,False,,19.08733399977791,14.483924799787928,10.171583000555984,18.94877539962181,5,6.232693125000878,384,256,22713216
mouse_device,word sense disambiguation,mouse,She clicked the mouse to open the file on her laptop.,Computing context should beat the animal sense.,rodent,n,MiniLM,0.8745558857917786,4,False,computer mouse,True,1,1.0,0.04600292444229126,False,,19.08733399977791,14.483924799787928,10.171583000555984,18.94877539962181,5,6.232693125000878,384,256,22713216
mouse_animal,word sense disambiguation,mouse,The mouse hid behind the cupboard when the kitchen light turned on.,Animal context should beat computing terms.,computer mouse,n,MiniLM,0.9730691313743591,1,False,computer mouse,False,2,0.5,-0.09134262800216675,False,,11.277292000158923,11.18170839981758,10.296125001332257,11.83203359869367,5,6.232693125000878,384,256,22713216
mouse_animal,word sense disambiguation,mouse,The mouse hid behind the cupboard when the kitchen light turned on.,Animal context should beat computing terms.,rodent,n,MiniLM,0.8817265033721924,2,True,computer mouse,False,2,0.5,-0.09134262800216675,False,,11.277292000158923,11.18170839981758,10.296125001332257,11.83203359869367,5,6.232693125000878,384,256,22713216
mouse_animal,word sense disambiguation,mouse,The mouse hid behind the cupboard when the kitchen light turned on.,Animal context should beat computing terms.,rat,n,MiniLM,0.8524429798126221,3,True,computer mouse,False,2,0.5,-0.09134262800216675,False,,11.277292000158923,11.18170839981758,10.296125001332257,11.83203359869367,5,6.232693125000878,384,256,22713216
mouse_animal,word sense disambiguation,mouse,The mouse hid behind the cupboard when the kitchen light turned on.,Animal context should beat computing terms.,pointer,n,MiniLM,0.8476422429084778,4,False,computer mouse,False,2,0.5,-0.09134262800216675,False,,11.277292000158923,11.18170839981758,10.296125001332257,11.83203359869367,5,6.232693125000878,384,256,22713216
legal_charge,word sense disambiguation,charge,The prosecutor filed a serious charge after reviewing the evidence.,Legal context should prefer accusation over payment or electricity.,accusation,n,MiniLM,0.9356331825256348,1,True,accusation,True,1,1.0,0.02531123161315918,False,,128.27520900100353,40.76255840009253,13.926249999713036,107.68086720090649,5,6.232693125000878,384,256,22713216
legal_charge,word sense disambiguation,charge,The prosecutor filed a serious charge after reviewing the evidence.,Legal context should prefer accusation over payment or electricity.,fee,n,MiniLM,0.9103219509124756,2,False,accusation,True,1,1.0,0.02531123161315918,False,,128.27520900100353,40.76255840009253,13.926249999713036,107.68086720090649,5,6.232693125000878,384,256,22713216
legal_charge,word sense disambiguation,charge,The prosecutor filed a serious charge after reviewing the evidence.,Legal context should prefer accusation over payment or electricity.,attack,n,MiniLM,0.8399468660354614,3,False,accusation,True,1,1.0,0.02531123161315918,False,,128.27520900100353,40.76255840009253,13.926249999713036,107.68086720090649,5,6.232693125000878,384,256,22713216
legal_charge,word sense disambiguation,charge,The prosecutor filed a serious charge after reviewing the evidence.,Legal context should prefer accusation over payment or electricity.,electrical load,n,MiniLM,0.7947915196418762,4,False,accusation,True,1,1.0,0.02531123161315918,False,,128.27520900100353,40.76255840009253,13.926249999713036,107.68086720090649,5,6.232693125000878,384,256,22713216
phone_charge,word sense disambiguation,charge,My phone needs a charge before we leave for the airport.,Device context should prefer battery power.,fee,n,MiniLM,0.9023898243904114,1,False,fee,False,2,0.5,-0.03810393810272217,False,,23.24833300008322,15.322916799777886,10.076167000079295,22.12177480032551,5,6.232693125000878,384,256,22713216
phone_charge,word sense disambiguation,charge,My phone needs a charge before we leave for the airport.,Device context should prefer battery power.,battery power,n,MiniLM,0.8642858862876892,2,True,fee,False,2,0.5,-0.03810393810272217,False,,23.24833300008322,15.322916799777886,10.076167000079295,22.12177480032551,5,6.232693125000878,384,256,22713216
phone_charge,word sense disambiguation,charge,My phone needs a charge before we leave for the airport.,Device context should prefer battery power.,attack,n,MiniLM,0.752697229385376,3,False,fee,False,2,0.5,-0.03810393810272217,False,,23.24833300008322,15.322916799777886,10.076167000079295,22.12177480032551,5,6.232693125000878,384,256,22713216
phone_charge,word sense disambiguation,charge,My phone needs a charge before we leave for the airport.,Device context should prefer battery power.,accusation,n,MiniLM,0.7418381571769714,4,False,fee,False,2,0.5,-0.03810393810272217,False,,23.24833300008322,15.322916799777886,10.076167000079295,22.12177480032551,5,6.232693125000878,384,256,22713216
quick_response,basic synonym,quick,Thank you for the quick response to my support request.,Response context should prefer promptness over unrelated senses.,fast,adj,MiniLM,0.9351336359977722,1,True,fast,True,1,1.0,0.09092384576797485,False,,9.417875000508502,11.077708199809422,9.032957999806968,14.408866600206238,5,6.232693125000878,384,256,22713216
quick_response,basic synonym,quick,Thank you for the quick response to my support request.,Response context should prefer promptness over unrelated senses.,slow,adj,MiniLM,0.8442097902297974,2,False,fast,True,1,1.0,0.09092384576797485,False,,9.417875000508502,11.077708199809422,9.032957999806968,14.408866600206238,5,6.232693125000878,384,256,22713216
quick_response,basic synonym,quick,Thank you for the quick response to my support request.,Response context should prefer promptness over unrelated senses.,prompt,adj,MiniLM,0.8411777019500732,3,True,fast,True,1,1.0,0.09092384576797485,False,,9.417875000508502,11.077708199809422,9.032957999806968,14.408866600206238,5,6.232693125000878,384,256,22713216
quick_response,basic synonym,quick,Thank you for the quick response to my support request.,Response context should prefer promptness over unrelated senses.,clever,adj,MiniLM,0.7487093210220337,4,False,fast,True,1,1.0,0.09092384576797485,False,,9.417875000508502,11.077708199809422,9.032957999806968,14.408866600206238,5,6.232693125000878,384,256,22713216
large_dataset,domain vocabulary,large,The experiment used a large dataset with millions of labeled examples.,Technical writing should still prefer size synonyms over antonyms.,substantial,adj,MiniLM,0.9851540923118591,1,True,substantial,True,1,1.0,0.01935023069381714,False,,99.71525000037218,28.91494160030561,9.519166000245605,82.3437000002741,5,6.232693125000878,384,256,22713216
large_dataset,domain vocabulary,large,The experiment used a large dataset with millions of labeled examples.,Technical writing should still prefer size synonyms over antonyms.,big,adj,MiniLM,0.9802423119544983,2,True,substantial,True,1,1.0,0.01935023069381714,False,,99.71525000037218,28.91494160030561,9.519166000245605,82.3437000002741,5,6.232693125000878,384,256,22713216
large_dataset,domain vocabulary,large,The experiment used a large dataset with millions of labeled examples.,Technical writing should still prefer size synonyms over antonyms.,lengthy,adj,MiniLM,0.965803861618042,3,False,substantial,True,1,1.0,0.01935023069381714,False,,99.71525000037218,28.91494160030561,9.519166000245605,82.3437000002741,5,6.232693125000878,384,256,22713216
large_dataset,domain vocabulary,large,The experiment used a large dataset with millions of labeled examples.,Technical writing should still prefer size synonyms over antonyms.,tiny,adj,MiniLM,0.9512988328933716,4,False,substantial,True,1,1.0,0.01935023069381714,False,,99.71525000037218,28.91494160030561,9.519166000245605,82.3437000002741,5,6.232693125000878,384,256,22713216
no_context_happy,no context fallback,happy,,"When context is unavailable, lexical similarity should still help.",joyful,adj,MiniLM,0.6841421127319336,1,True,joyful,True,1,1.0,0.29351240396499634,False,,355.6025829984719,82.29259999934584,8.03687499865191,290.65003299874655,5,6.232693125000878,384,256,22713216
no_context_happy,no context fallback,happy,,"When context is unavailable, lexical similarity should still help.",angry,adj,MiniLM,0.39062970876693726,2,False,joyful,True,1,1.0,0.29351240396499634,False,,355.6025829984719,82.29259999934584,8.03687499865191,290.65003299874655,5,6.232693125000878,384,256,22713216
no_context_happy,no context fallback,happy,,"When context is unavailable, lexical similarity should still help.",sad,adj,MiniLM,0.3727418780326843,3,False,joyful,True,1,1.0,0.29351240396499634,False,,355.6025829984719,82.29259999934584,8.03687499865191,290.65003299874655,5,6.232693125000878,384,256,22713216
no_context_happy,no context fallback,happy,,"When context is unavailable, lexical similarity should still help.",content,adj,MiniLM,0.33303898572921753,4,True,joyful,True,1,1.0,0.29351240396499634,False,,355.6025829984719,82.29259999934584,8.03687499865191,290.65003299874655,5,6.232693125000878,384,256,22713216
animal_cat,basic synonym,cat,The cat sat on the mat.,A direct synonym should beat a related but narrower word and an unrelated animal.,feline,n,MPNet,0.9472498893737793,1,True,feline,True,1,1.0,0.0659329891204834,False,,1734.5742500001506,364.1817331998027,17.407790999641293,1394.0359749998604,5,15.174121332998766,768,384,109486464
animal_cat,basic synonym,cat,The cat sat on the mat.,A direct synonym should beat a related but narrower word and an unrelated animal.,kitten,n,MPNet,0.8813169002532959,2,False,feline,True,1,1.0,0.0659329891204834,False,,1734.5742500001506,364.1817331998027,17.407790999641293,1394.0359749998604,5,15.174121332998766,768,384,109486464
animal_cat,basic synonym,cat,The cat sat on the mat.,A direct synonym should beat a related but narrower word and an unrelated animal.,dog,n,MPNet,0.7112802863121033,3,False,feline,True,1,1.0,0.0659329891204834,False,,1734.5742500001506,364.1817331998027,17.407790999641293,1394.0359749998604,5,15.174121332998766,768,384,109486464
river_bank,word sense disambiguation,bank,"Watching the sunset, the two lovers sat together on the river bank.",The context should prefer the riverside sense over finance senses.,fund,n,MPNet,0.9336349964141846,1,False,fund,False,2,0.5,-0.009070873260498047,False,,318.12012499904085,83.49846679993789,21.015624999563443,261.16306679941766,5,15.174121332998766,768,384,109486464
river_bank,word sense disambiguation,bank,"Watching the sunset, the two lovers sat together on the river bank.",The context should prefer the riverside sense over finance senses.,shore,n,MPNet,0.9245641231536865,2,True,fund,False,2,0.5,-0.009070873260498047,False,,318.12012499904085,83.49846679993789,21.015624999563443,261.16306679941766,5,15.174121332998766,768,384,109486464
river_bank,word sense disambiguation,bank,"Watching the sunset, the two lovers sat together on the river bank.",The context should prefer the riverside sense over finance senses.,depository,n,MPNet,0.8961890935897827,3,False,fund,False,2,0.5,-0.009070873260498047,False,,318.12012499904085,83.49846679993789,21.015624999563443,261.16306679941766,5,15.174121332998766,768,384,109486464
river_bank,word sense disambiguation,bank,"Watching the sunset, the two lovers sat together on the river bank.",The context should prefer the riverside sense over finance senses.,levee,n,MPNet,0.8807500600814819,4,False,fund,False,2,0.5,-0.009070873260498047,False,,318.12012499904085,83.49846679993789,21.015624999563443,261.16306679941766,5,15.174121332998766,768,384,109486464
financial_bank,word sense disambiguation,bank,The bank approved the small business loan after reviewing the application.,Finance context should separate institutional synonyms from river terms.,financial institution,n,MPNet,0.9565377235412598,1,True,financial institution,True,1,1.0,0.09125959873199463,False,,218.76466700086894,60.21101680016727,18.695750000915723,180.00380860066795,5,15.174121332998766,768,384,109486464
financial_bank,word sense disambiguation,bank,The bank approved the small business loan after reviewing the application.,Finance context should separate institutional synonyms from river terms.,lender,n,MPNet,0.9545795321464539,2,True,financial institution,True,1,1.0,0.09125959873199463,False,,218.76466700086894,60.21101680016727,18.695750000915723,180.00380860066795,5,15.174121332998766,768,384,109486464
financial_bank,word sense disambiguation,bank,The bank approved the small business loan after reviewing the application.,Finance context should separate institutional synonyms from river terms.,shore,n,MPNet,0.8652781248092651,3,False,financial institution,True,1,1.0,0.09125959873199463,False,,218.76466700086894,60.21101680016727,18.695750000915723,180.00380860066795,5,15.174121332998766,768,384,109486464
financial_bank,word sense disambiguation,bank,The bank approved the small business loan after reviewing the application.,Finance context should separate institutional synonyms from river terms.,embankment,n,MPNet,0.85041344165802,4,False,financial institution,True,1,1.0,0.09125959873199463,False,,218.76466700086894,60.21101680016727,18.695750000915723,180.00380860066795,5,15.174121332998766,768,384,109486464
sunset,near synonym,sunset,"Watching the sunset, the two lovers sat together on the river bank.",Close synonyms should beat the antonym-like distractor.,dusk,n,MPNet,0.959873378276825,1,True,dusk,True,1,1.0,0.029082119464874268,False,,16.5376249988185,16.853099800209748,16.32820799932233,17.59313300062786,5,15.174121332998766,768,384,109486464
sunset,near synonym,sunset,"Watching the sunset, the two lovers sat together on the river bank.",Close synonyms should beat the antonym-like distractor.,sundown,n,MPNet,0.9366397857666016,2,True,dusk,True,1,1.0,0.029082119464874268,False,,16.5376249988185,16.853099800209748,16.32820799932233,17.59313300062786,5,15.174121332998766,768,384,109486464
sunset,near synonym,sunset,"Watching the sunset, the two lovers sat together on the river bank.",Close synonyms should beat the antonym-like distractor.,nightfall,n,MPNet,0.9307912588119507,3,False,dusk,True,1,1.0,0.029082119464874268,False,,16.5376249988185,16.853099800209748,16.32820799932233,17.59313300062786,5,15.174121332998766,768,384,109486464
sunset,near synonym,sunset,"Watching the sunset, the two lovers sat together on the river bank.",Close synonyms should beat the antonym-like distractor.,sunrise,n,MPNet,0.9135175943374634,4,False,dusk,True,1,1.0,0.029082119464874268,False,,16.5376249988185,16.853099800209748,16.32820799932233,17.59313300062786,5,15.174121332998766,768,384,109486464
bright_idea,figurative language,bright,Her bright idea helped the team solve the production issue quickly.,Figurative context should prefer mental sharpness over literal light.,intelligent,adj,MPNet,0.966433048248291,1,True,intelligent,True,1,1.0,0.04504501819610596,False,,201.31129099900136,56.485783199605066,18.57462499901885,165.39951619924975,5,15.174121332998766,768,384,109486464
bright_idea,figurative language,bright,Her bright idea helped the team solve the production issue quickly.,Figurative context should prefer mental sharpness over literal light.,luminous,adj,MPNet,0.9213880300521851,2,False,intelligent,True,1,1.0,0.04504501819610596,False,,201.31129099900136,56.485783199605066,18.57462499901885,165.39951619924975,5,15.174121332998766,768,384,109486464
bright_idea,figurative language,bright,Her bright idea helped the team solve the production issue quickly.,Figurative context should prefer mental sharpness over literal light.,dull,adj,MPNet,0.8944480419158936,3,False,intelligent,True,1,1.0,0.04504501819610596,False,,201.31129099900136,56.485783199605066,18.57462499901885,165.39951619924975,5,15.174121332998766,768,384,109486464
bright_idea,figurative language,bright,Her bright idea helped the team solve the production issue quickly.,Figurative context should prefer mental sharpness over literal light.,shiny,adj,MPNet,0.8863083124160767,4,False,intelligent,True,1,1.0,0.04504501819610596,False,,201.31129099900136,56.485783199605066,18.57462499901885,165.39951619924975,5,15.174121332998766,768,384,109486464
bright_lamp,literal sense,bright,The bright lamp lit every corner of the quiet room.,Literal lighting context should prefer visual brightness.,luminous,adj,MPNet,0.896579384803772,1,True,luminous,True,1,1.0,0.054492831230163574,False,,202.16291699944122,55.35868339975423,16.855625000971486,166.11058359922023,5,15.174121332998766,768,384,109486464
bright_lamp,literal sense,bright,The bright lamp lit every corner of the quiet room.,Literal lighting context should prefer visual brightness.,radiant,adj,MPNet,0.8787877559661865,2,True,luminous,True,1,1.0,0.054492831230163574,False,,202.16291699944122,55.35868339975423,16.855625000971486,166.11058359922023,5,15.174121332998766,768,384,109486464
bright_lamp,literal sense,bright,The bright lamp lit every corner of the quiet room.,Literal lighting context should prefer visual brightness.,intelligent,adj,MPNet,0.8420865535736084,3,False,luminous,True,1,1.0,0.054492831230163574,False,,202.16291699944122,55.35868339975423,16.855625000971486,166.11058359922023,5,15.174121332998766,768,384,109486464
bright_lamp,literal sense,bright,The bright lamp lit every corner of the quiet room.,Literal lighting context should prefer visual brightness.,dim,adj,MPNet,0.7727017998695374,4,False,luminous,True,1,1.0,0.054492831230163574,False,,202.16291699944122,55.35868339975423,16.855625000971486,166.11058359922023,5,15.174121332998766,768,384,109486464
mouse_device,word sense disambiguation,mouse,She clicked the mouse to open the file on her laptop.,Computing context should beat the animal sense.,computer mouse,n,MPNet,0.9935582876205444,1,True,computer mouse,True,1,1.0,0.06000196933746338,False,,21.321500000340166,20.23836640000809,18.22766599980241,21.3199584002723,5,15.174121332998766,768,384,109486464
mouse_device,word sense disambiguation,mouse,She clicked the mouse to open the file on her laptop.,Computing context should beat the animal sense.,pointer,n,MPNet,0.9369570016860962,2,True,computer mouse,True,1,1.0,0.06000196933746338,False,,21.321500000340166,20.23836640000809,18.22766599980241,21.3199584002723,5,15.174121332998766,768,384,109486464
mouse_device,word sense disambiguation,mouse,She clicked the mouse to open the file on her laptop.,Computing context should beat the animal sense.,keyboard,n,MPNet,0.933556318283081,3,False,computer mouse,True,1,1.0,0.06000196933746338,False,,21.321500000340166,20.23836640000809,18.22766599980241,21.3199584002723,5,15.174121332998766,768,384,109486464
mouse_device,word sense disambiguation,mouse,She clicked the mouse to open the file on her laptop.,Computing context should beat the animal sense.,rodent,n,MPNet,0.8872258067131042,4,False,computer mouse,True,1,1.0,0.06000196933746338,False,,21.321500000340166,20.23836640000809,18.22766599980241,21.3199584002723,5,15.174121332998766,768,384,109486464
mouse_animal,word sense disambiguation,mouse,The mouse hid behind the cupboard when the kitchen light turned on.,Animal context should beat computing terms.,computer mouse,n,MPNet,0.917522668838501,1,False,computer mouse,False,2,0.5,-0.04095900058746338,False,,17.668000000412576,17.992025000057765,17.340542000965797,18.686924799112603,5,15.174121332998766,768,384,109486464
mouse_animal,word sense disambiguation,mouse,The mouse hid behind the cupboard when the kitchen light turned on.,Animal context should beat computing terms.,rodent,n,MPNet,0.8765636682510376,2,True,computer mouse,False,2,0.5,-0.04095900058746338,False,,17.668000000412576,17.992025000057765,17.340542000965797,18.686924799112603,5,15.174121332998766,768,384,109486464
mouse_animal,word sense disambiguation,mouse,The mouse hid behind the cupboard when the kitchen light turned on.,Animal context should beat computing terms.,rat,n,MPNet,0.8611632585525513,3,True,computer mouse,False,2,0.5,-0.04095900058746338,False,,17.668000000412576,17.992025000057765,17.340542000965797,18.686924799112603,5,15.174121332998766,768,384,109486464
mouse_animal,word sense disambiguation,mouse,The mouse hid behind the cupboard when the kitchen light turned on.,Animal context should beat computing terms.,pointer,n,MPNet,0.7774953842163086,4,False,computer mouse,False,2,0.5,-0.04095900058746338,False,,17.668000000412576,17.992025000057765,17.340542000965797,18.686924799112603,5,15.174121332998766,768,384,109486464
legal_charge,word sense disambiguation,charge,The prosecutor filed a serious charge after reviewing the evidence.,Legal context should prefer accusation over payment or electricity.,accusation,n,MPNet,0.9473747611045837,1,True,accusation,True,1,1.0,0.09397166967391968,False,,19.625166998594068,18.81818299953011,17.493040999397635,19.992766198993195,5,15.174121332998766,768,384,109486464
legal_charge,word sense disambiguation,charge,The prosecutor filed a serious charge after reviewing the evidence.,Legal context should prefer accusation over payment or electricity.,attack,n,MPNet,0.8534030914306641,2,False,accusation,True,1,1.0,0.09397166967391968,False,,19.625166998594068,18.81818299953011,17.493040999397635,19.992766198993195,5,15.174121332998766,768,384,109486464
legal_charge,word sense disambiguation,charge,The prosecutor filed a serious charge after reviewing the evidence.,Legal context should prefer accusation over payment or electricity.,fee,n,MPNet,0.8162949085235596,3,False,accusation,True,1,1.0,0.09397166967391968,False,,19.625166998594068,18.81818299953011,17.493040999397635,19.992766198993195,5,15.174121332998766,768,384,109486464
legal_charge,word sense disambiguation,charge,The prosecutor filed a serious charge after reviewing the evidence.,Legal context should prefer accusation over payment or electricity.,electrical load,n,MPNet,0.7386359572410583,4,False,accusation,True,1,1.0,0.09397166967391968,False,,19.625166998594068,18.81818299953011,17.493040999397635,19.992766198993195,5,15.174121332998766,768,384,109486464
phone_charge,word sense disambiguation,charge,My phone needs a charge before we leave for the airport.,Device context should prefer battery power.,battery power,n,MPNet,0.8718953728675842,1,True,battery power,True,1,1.0,0.18318647146224976,False,,20.41350000035891,20.619924799757428,18.569207999462378,22.933499999999185,5,15.174121332998766,768,384,109486464
phone_charge,word sense disambiguation,charge,My phone needs a charge before we leave for the airport.,Device context should prefer battery power.,fee,n,MPNet,0.6887089014053345,2,False,battery power,True,1,1.0,0.18318647146224976,False,,20.41350000035891,20.619924799757428,18.569207999462378,22.933499999999185,5,15.174121332998766,768,384,109486464
